datetime,junction,vehicles,avg_speed_kmph,congestion_level
2024-03-24 11:00:00,4,181,27,Medium
2024-03-24 12:00:00,2,114,26,Medium
2024-03-24 13:00:00,4,161,40,Medium
2024-03-24 14:00:00,1,129,31,Medium
2024-03-24 15:00:00,2,199,34,Medium
2024-03-24 16:00:00,4,144,32,Medium
2024-03-24 17:00:00,2,211,18,High
2024-03-24 18:00:00,1,317,13,High
2024-03-24 19:00:00,3,200,16,High
2024-03-24 20:00:00,4,282,20,High
2024-03-24 21:00:00,2,59,64,Low
2024-03-24 22:00:00,2,34,50,Low
2024-03-24 23:00:00,3,49,64,Low
2024-03-25 00:00:00,1,38,61,Low
2024-03-25 01:00:00,4,93,65,Low
2024-03-25 02:00:00,3,65,63,Low
2024-03-25 03:00:00,3,68,60,Low
2024-03-25 04:00:00,3,45,45,Low
2024-03-25 05:00:00,3,24,50,Low
2024-03-25 06:00:00,2,50,51,Low
2024-03-25 07:00:00,2,313,15,High
2024-03-25 08:00:00,2,207,20,High
2024-03-25 09:00:00,2,295,19,High
2024-03-25 10:00:00,2,233,15,High
2024-03-25 11:00:00,1,149,40,Medium
2024-03-25 12:00:00,2,165,25,Medium
2024-03-25 13:00:00,2,113,38,Medium
2024-03-25 14:00:00,4,117,27,Medium
2024-03-25 15:00:00,2,166,38,Medium
2024-03-25 16:00:00,4,133,27,Medium
2024-03-25 17:00:00,2,262,18,High
2024-03-25 18:00:00,1,253,15,High
2024-03-25 19:00:00,2,280,20,High
2024-03-25 20:00:00,2,322,10,High
2024-03-25 21:00:00,2,37,57,Low
2024-03-25 22:00:00,3,80,49,Low
2024-03-25 23:00:00,1,28,43,Low
2024-03-26 00:00:00,2,34,42,Low
2024-03-26 01:00:00,4,20,57,Low
2024-03-26 02:00:00,2,21,51,Low
2024-03-26 03:00:00,2,33,44,Low
2024-03-26 04:00:00,4,83,62,Low
2024-03-26 05:00:00,4,71,56,Low
2024-03-26 06:00:00,4,41,42,Low
2024-03-26 07:00:00,4,294,21,High
2024-03-26 08:00:00,4,242,21,High
2024-03-26 09:00:00,2,251,10,High
2024-03-26 10:00:00,3,349,17,High
2024-03-26 11:00:00,3,183,28,Medium
2024-03-26 12:00:00,1,177,40,Medium
2024-03-26 13:00:00,3,141,32,Medium
2024-03-26 14:00:00,2,151,37,Medium
2024-03-26 15:00:00,4,114,37,Medium
2024-03-26 16:00:00,1,161,35,Medium
2024-03-26 17:00:00,4,344,17,High
2024-03-26 18:00:00,3,275,17,High
2024-03-26 19:00:00,1,273,21,High
2024-03-26 20:00:00,2,210,21,High
2024-03-26 21:00:00,3,30,59,Low
2024-03-26 22:00:00,1,29,50,Low
2024-03-26 23:00:00,4,73,62,Low
2024-03-27 00:00:00,4,34,48,Low
2024-03-27 01:00:00,1,48,63,Low
2024-03-27 02:00:00,2,49,63,Low
2024-03-27 03:00:00,3,28,50,Low
2024-03-27 04:00:00,2,95,54,Low
2024-03-27 05:00:00,2,97,54,Low
2024-03-27 06:00:00,1,94,46,Low
2024-03-27 07:00:00,3,333,18,High
2024-03-27 08:00:00,1,306,24,High
2024-03-27 09:00:00,3,203,25,High
2024-03-27 10:00:00,3,237,20,High
2024-03-27 11:00:00,4,162,26,Medium
2024-03-27 12:00:00,2,126,33,Medium
2024-03-27 13:00:00,1,176,29,Medium
2024-03-27 14:00:00,3,162,30,Medium
2024-03-27 15:00:00,2,110,34,Medium
2024-03-27 16:00:00,1,145,25,Medium
2024-03-27 17:00:00,2,286,14,High
2024-03-27 18:00:00,2,315,18,High
2024-03-27 19:00:00,2,342,13,High
2024-03-27 20:00:00,2,244,25,High
2024-03-27 21:00:00,2,83,65,Low
2024-03-27 22:00:00,3,32,49,Low
2024-03-27 23:00:00,3,35,47,Low
2024-03-28 00:00:00,3,46,41,Low
2024-03-28 01:00:00,1,91,65,Low
2024-03-28 02:00:00,3,77,61,Low
2024-03-28 03:00:00,4,40,65,Low
2024-03-28 04:00:00,4,48,51,Low
2024-03-28 05:00:00,4,75,63,Low
2024-03-28 06:00:00,2,61,46,Low
2024-03-28 07:00:00,1,341,22,High
2024-03-28 08:00:00,2,260,19,High
2024-03-28 09:00:00,4,262,12,High
2024-03-28 10:00:00,4,342,25,High
2024-03-28 11:00:00,1,136,40,Medium
2024-03-28 12:00:00,4,191,37,Medium
2024-03-28 13:00:00,1,122,30,Medium
2024-03-28 14:00:00,1,165,37,Medium
2024-03-28 15:00:00,1,103,33,Medium
2024-03-28 16:00:00,3,144,32,Medium
2024-03-28 17:00:00,2,278,12,High
2024-03-28 18:00:00,1,290,15,High
2024-03-28 19:00:00,4,287,21,High
2024-03-28 20:00:00,2,203,14,High
2024-03-28 21:00:00,2,47,58,Low
2024-03-28 22:00:00,3,58,62,Low
2024-03-28 23:00:00,4,88,53,Low
2024-03-29 00:00:00,4,53,62,Low
2024-03-29 01:00:00,4,91,63,Low
2024-03-29 02:00:00,1,67,52,Low
2024-03-29 03:00:00,2,65,47,Low
2024-03-29 04:00:00,4,89,61,Low
2024-03-29 05:00:00,3,52,57,Low
2024-03-29 06:00:00,2,35,50,Low
2024-03-29 07:00:00,1,307,14,High
2024-03-29 08:00:00,3,269,11,High
2024-03-29 09:00:00,1,310,13,High
2024-03-29 10:00:00,3,271,19,High
2024-03-29 11:00:00,2,114,34,Medium
2024-03-29 12:00:00,4,146,39,Medium
2024-03-29 13:00:00,2,188,27,Medium
2024-03-29 14:00:00,4,104,38,Medium
2024-03-29 15:00:00,2,143,27,Medium
2024-03-29 16:00:00,3,122,28,Medium
2024-03-29 17:00:00,1,289,17,High
2024-03-29 18:00:00,1,285,16,High
2024-03-29 19:00:00,3,319,12,High
2024-03-29 20:00:00,4,247,19,High
2024-03-29 21:00:00,4,20,55,Low
2024-03-29 22:00:00,4,50,43,Low
2024-03-29 23:00:00,2,85,53,Low
2024-03-30 00:00:00,1,59,40,Low
2024-03-30 01:00:00,2,37,54,Low
2024-03-30 02:00:00,4,23,44,Low
2024-03-30 03:00:00,2,88,59,Low
2024-03-30 04:00:00,3,95,45,Low
2024-03-30 05:00:00,3,24,42,Low
2024-03-30 06:00:00,2,88,45,Low
2024-03-30 07:00:00,1,230,21,High
2024-03-30 08:00:00,1,260,16,High
2024-03-30 09:00:00,2,202,13,High
2024-03-30 10:00:00,3,264,21,High
2024-03-30 11:00:00,1,107,26,Medium
2024-03-30 12:00:00,4,102,37,Medium
2024-03-30 13:00:00,1,168,26,Medium
2024-03-30 14:00:00,2,115,38,Medium
2024-03-30 15:00:00,3,102,35,Medium
2024-03-30 16:00:00,4,194,30,Medium
2024-03-30 17:00:00,4,304,18,High
2024-03-30 18:00:00,1,336,10,High
2024-03-30 19:00:00,2,205,19,High
2024-03-30 20:00:00,1,330,15,High
2024-03-30 21:00:00,3,87,57,Low
2024-03-30 22:00:00,2,93,46,Low
2024-03-30 23:00:00,1,25,44,Low
2024-03-31 00:00:00,2,59,46,Low
2024-03-31 01:00:00,1,46,61,Low
2024-03-31 02:00:00,3,42,54,Low
2024-03-31 03:00:00,4,20,46,Low
2024-03-31 04:00:00,1,76,42,Low
2024-03-31 05:00:00,3,59,50,Low
2024-03-31 06:00:00,3,28,41,Low
2024-03-31 07:00:00,4,206,18,High
2024-03-31 08:00:00,3,226,19,High
2024-03-31 09:00:00,4,271,17,High
2024-03-31 10:00:00,2,245,11,High
2024-03-31 11:00:00,3,119,35,Medium
2024-03-31 12:00:00,4,191,38,Medium
2024-03-31 13:00:00,4,173,25,Medium
2024-03-31 14:00:00,3,141,40,Medium
2024-03-31 15:00:00,1,109,39,Medium
2024-03-31 16:00:00,2,162,33,Medium
2024-03-31 17:00:00,3,298,20,High
2024-03-31 18:00:00,2,219,13,High
2024-03-31 19:00:00,4,271,15,High
2024-03-31 20:00:00,3,283,10,High
2024-03-31 21:00:00,2,38,43,Low
2024-03-31 22:00:00,4,61,53,Low
2024-03-31 23:00:00,4,23,64,Low
2024-04-01 00:00:00,3,58,50,Low
2024-04-01 01:00:00,4,79,63,Low
2024-04-01 02:00:00,3,65,62,Low
2024-04-01 03:00:00,2,65,59,Low
2024-04-01 04:00:00,1,52,49,Low
2024-04-01 05:00:00,3,67,47,Low
2024-04-01 06:00:00,4,70,58,Low
2024-04-01 07:00:00,3,340,17,High
2024-04-01 08:00:00,3,334,20,High
2024-04-01 09:00:00,1,243,21,High
2024-04-01 10:00:00,3,234,16,High
2024-04-01 11:00:00,2,111,36,Medium
2024-04-01 12:00:00,1,107,28,Medium
2024-04-01 13:00:00,3,137,35,Medium
2024-04-01 14:00:00,2,122,37,Medium
2024-04-01 15:00:00,2,153,34,Medium
2024-04-01 16:00:00,4,120,36,Medium
2024-04-01 17:00:00,3,236,13,High
2024-04-01 18:00:00,4,286,21,High
2024-04-01 19:00:00,3,293,11,High
2024-04-01 20:00:00,3,209,15,High
2024-04-01 21:00:00,3,35,50,Low
2024-04-01 22:00:00,3,48,62,Low
2024-04-01 23:00:00,4,95,59,Low
2024-04-02 00:00:00,1,86,50,Low
2024-04-02 01:00:00,1,51,45,Low
2024-04-02 02:00:00,3,69,55,Low
2024-04-02 03:00:00,2,51,45,Low
2024-04-02 04:00:00,4,20,58,Low
2024-04-02 05:00:00,1,92,51,Low
2024-04-02 06:00:00,2,35,43,Low
2024-04-02 07:00:00,3,341,23,High
2024-04-02 08:00:00,3,285,18,High
2024-04-02 09:00:00,1,231,15,High
2024-04-02 10:00:00,2,258,17,High
2024-04-02 11:00:00,2,200,28,Medium
2024-04-02 12:00:00,3,114,30,Medium
2024-04-02 13:00:00,4,181,25,Medium
2024-04-02 14:00:00,1,101,25,Medium
2024-04-02 15:00:00,3,135,39,Medium
2024-04-02 16:00:00,1,183,40,Medium
2024-04-02 17:00:00,4,228,16,High
2024-04-02 18:00:00,4,249,18,High
2024-04-02 19:00:00,2,263,16,High
2024-04-02 20:00:00,1,287,11,High
2024-04-02 21:00:00,4,21,41,Low
2024-04-02 22:00:00,4,58,54,Low
2024-04-02 23:00:00,4,100,50,Low
2024-04-03 00:00:00,2,34,53,Low
2024-04-03 01:00:00,2,24,62,Low
2024-04-03 02:00:00,4,80,64,Low
2024-04-03 03:00:00,4,75,57,Low
2024-04-03 04:00:00,3,62,50,Low
2024-04-03 05:00:00,3,45,54,Low
2024-04-03 06:00:00,3,32,53,Low
2024-04-03 07:00:00,3,330,19,High
2024-04-03 08:00:00,3,202,15,High
2024-04-03 09:00:00,2,200,18,High
2024-04-03 10:00:00,2,324,24,High
2024-04-03 11:00:00,3,147,38,Medium
2024-04-03 12:00:00,3,118,31,Medium
2024-04-03 13:00:00,3,129,38,Medium
2024-04-03 14:00:00,4,127,35,Medium
2024-04-03 15:00:00,4,171,30,Medium
2024-04-03 16:00:00,3,101,26,Medium
2024-04-03 17:00:00,1,253,24,High
2024-04-03 18:00:00,1,292,18,High
2024-04-03 19:00:00,4,284,16,High
2024-04-03 20:00:00,1,342,19,High
2024-04-03 21:00:00,2,35,56,Low
2024-04-03 22:00:00,3,51,61,Low
2024-04-03 23:00:00,3,75,57,Low
2024-04-04 00:00:00,3,46,53,Low
2024-04-04 01:00:00,4,78,50,Low
2024-04-04 02:00:00,4,35,64,Low
2024-04-04 03:00:00,4,36,42,Low
2024-04-04 04:00:00,1,42,40,Low
2024-04-04 05:00:00,1,75,50,Low
2024-04-04 06:00:00,4,27,48,Low
2024-04-04 07:00:00,3,201,25,High
2024-04-04 08:00:00,1,291,16,High
2024-04-04 09:00:00,3,246,10,High
2024-04-04 10:00:00,2,332,22,High
2024-04-04 11:00:00,3,198,28,Medium
2024-04-04 12:00:00,3,168,39,Medium
2024-04-04 13:00:00,4,150,40,Medium
2024-04-04 14:00:00,4,191,33,Medium
2024-04-04 15:00:00,2,170,28,Medium
2024-04-04 16:00:00,1,140,32,Medium
2024-04-04 17:00:00,3,316,15,High
2024-04-04 18:00:00,4,291,24,High
2024-04-04 19:00:00,4,281,20,High
2024-04-04 20:00:00,2,230,13,High
2024-04-04 21:00:00,1,36,55,Low
2024-04-04 22:00:00,4,72,47,Low
2024-04-04 23:00:00,1,43,60,Low
2024-04-05 00:00:00,3,60,60,Low
2024-04-05 01:00:00,3,85,42,Low
2024-04-05 02:00:00,2,25,53,Low
2024-04-05 03:00:00,2,35,43,Low
2024-04-05 04:00:00,2,48,56,Low
2024-04-05 05:00:00,1,86,48,Low
2024-04-05 06:00:00,2,33,65,Low
2024-04-05 07:00:00,1,299,13,High
2024-04-05 08:00:00,4,295,23,High
2024-04-05 09:00:00,1,267,19,High
2024-04-05 10:00:00,1,265,11,High
2024-04-05 11:00:00,2,133,40,Medium
2024-04-05 12:00:00,1,116,37,Medium
2024-04-05 13:00:00,3,143,38,Medium
2024-04-05 14:00:00,3,111,25,Medium
2024-04-05 15:00:00,3,200,38,Medium
2024-04-05 16:00:00,4,192,34,Medium
2024-04-05 17:00:00,2,236,10,High
2024-04-05 18:00:00,4,314,24,High
2024-04-05 19:00:00,1,228,25,High
2024-04-05 20:00:00,4,211,25,High
2024-04-05 21:00:00,1,100,56,Low
2024-04-05 22:00:00,1,48,58,Low
2024-04-05 23:00:00,1,62,65,Low
2024-04-06 00:00:00,3,95,50,Low
2024-04-06 01:00:00,3,40,55,Low
2024-04-06 02:00:00,2,70,59,Low
2024-04-06 03:00:00,3,40,59,Low
2024-04-06 04:00:00,2,62,64,Low
2024-04-06 05:00:00,3,96,47,Low
2024-04-06 06:00:00,2,80,61,Low
2024-04-06 07:00:00,1,318,23,High
2024-04-06 08:00:00,4,299,25,High
2024-04-06 09:00:00,2,321,18,High
2024-04-06 10:00:00,3,282,13,High
2024-04-06 11:00:00,1,151,40,Medium
2024-04-06 12:00:00,3,148,39,Medium
2024-04-06 13:00:00,4,179,26,Medium
2024-04-06 14:00:00,3,124,40,Medium
2024-04-06 15:00:00,4,190,39,Medium
2024-04-06 16:00:00,4,135,28,Medium
2024-04-06 17:00:00,4,324,25,High
2024-04-06 18:00:00,3,242,12,High
2024-04-06 19:00:00,1,345,13,High
2024-04-06 20:00:00,3,330,13,High
2024-04-06 21:00:00,2,57,65,Low
2024-04-06 22:00:00,3,35,41,Low
2024-04-06 23:00:00,4,65,56,Low
2024-04-07 00:00:00,1,29,64,Low
2024-04-07 01:00:00,1,84,48,Low
2024-04-07 02:00:00,2,93,46,Low
2024-04-07 03:00:00,2,30,64,Low
2024-04-07 04:00:00,1,91,41,Low
2024-04-07 05:00:00,1,21,52,Low
2024-04-07 06:00:00,2,91,50,Low
2024-04-07 07:00:00,1,205,13,High
2024-04-07 08:00:00,2,291,23,High
2024-04-07 09:00:00,2,226,14,High
2024-04-07 10:00:00,2,300,17,High
2024-04-07 11:00:00,3,118,36,Medium
2024-04-07 12:00:00,1,113,36,Medium
2024-04-07 13:00:00,4,153,33,Medium
2024-04-07 14:00:00,3,158,27,Medium
2024-04-07 15:00:00,1,108,27,Medium
2024-04-07 16:00:00,2,199,40,Medium
2024-04-07 17:00:00,1,262,11,High
2024-04-07 18:00:00,2,226,13,High
2024-04-07 19:00:00,2,273,14,High
2024-04-07 20:00:00,2,200,19,High
2024-04-07 21:00:00,1,60,57,Low
2024-04-07 22:00:00,4,90,49,Low
2024-04-07 23:00:00,2,83,56,Low
2024-04-08 00:00:00,3,26,65,Low
2024-04-08 01:00:00,4,47,42,Low
2024-04-08 02:00:00,2,79,61,Low
2024-04-08 03:00:00,4,28,53,Low
2024-04-08 04:00:00,3,65,59,Low
2024-04-08 05:00:00,1,93,44,Low
2024-04-08 06:00:00,1,31,45,Low
2024-04-08 07:00:00,1,344,20,High
2024-04-08 08:00:00,1,225,12,High
2024-04-08 09:00:00,4,299,13,High
2024-04-08 10:00:00,2,240,19,High
2024-04-08 11:00:00,4,113,35,Medium
2024-04-08 12:00:00,4,180,34,Medium
2024-04-08 13:00:00,1,165,40,Medium
2024-04-08 14:00:00,1,197,31,Medium
2024-04-08 15:00:00,4,116,40,Medium
2024-04-08 16:00:00,1,132,34,Medium
2024-04-08 17:00:00,3,218,19,High
2024-04-08 18:00:00,2,325,20,High
2024-04-08 19:00:00,1,250,24,High
2024-04-08 20:00:00,2,250,21,High
2024-04-08 21:00:00,3,96,40,Low
2024-04-08 22:00:00,3,85,52,Low
2024-04-08 23:00:00,2,47,65,Low
2024-04-09 00:00:00,3,53,55,Low
2024-04-09 01:00:00,1,72,62,Low
2024-04-09 02:00:00,2,25,64,Low
2024-04-09 03:00:00,4,39,61,Low
2024-04-09 04:00:00,4,81,49,Low
2024-04-09 05:00:00,2,90,60,Low
2024-04-09 06:00:00,1,56,51,Low
2024-04-09 07:00:00,4,286,22,High
2024-04-09 08:00:00,1,303,16,High
2024-04-09 09:00:00,1,339,20,High
2024-04-09 10:00:00,4,200,18,High
2024-04-09 11:00:00,2,166,37,Medium
2024-04-09 12:00:00,3,137,37,Medium
2024-04-09 13:00:00,3,124,38,Medium
2024-04-09 14:00:00,1,194,37,Medium
2024-04-09 15:00:00,2,171,31,Medium
2024-04-09 16:00:00,4,107,27,Medium
2024-04-09 17:00:00,3,284,24,High
2024-04-09 18:00:00,2,324,10,High
2024-04-09 19:00:00,3,283,12,High
2024-04-09 20:00:00,2,265,10,High
2024-04-09 21:00:00,4,28,51,Low
2024-04-09 22:00:00,4,57,61,Low
2024-04-09 23:00:00,3,98,41,Low
2024-04-10 00:00:00,2,46,57,Low
2024-04-10 01:00:00,2,43,54,Low
2024-04-10 02:00:00,4,21,45,Low
2024-04-10 03:00:00,3,95,63,Low
2024-04-10 04:00:00,3,20,60,Low
2024-04-10 05:00:00,4,84,59,Low
2024-04-10 06:00:00,1,20,47,Low
2024-04-10 07:00:00,1,216,21,High
2024-04-10 08:00:00,3,343,18,High
2024-04-10 09:00:00,1,248,10,High
2024-04-10 10:00:00,3,317,24,High
2024-04-10 11:00:00,2,147,30,Medium
2024-04-10 12:00:00,1,150,39,Medium
2024-04-10 13:00:00,1,107,32,Medium
2024-04-10 14:00:00,4,157,38,Medium
2024-04-10 15:00:00,4,120,38,Medium
2024-04-10 16:00:00,3,110,36,Medium
2024-04-10 17:00:00,3,313,23,High
2024-04-10 18:00:00,3,257,14,High
2024-04-10 19:00:00,4,281,16,High
2024-04-10 20:00:00,4,212,10,High
2024-04-10 21:00:00,2,35,57,Low
2024-04-10 22:00:00,1,40,61,Low
2024-04-10 23:00:00,4,84,46,Low
2024-04-11 00:00:00,3,95,49,Low
2024-04-11 01:00:00,3,32,64,Low
2024-04-11 02:00:00,4,27,50,Low
2024-04-11 03:00:00,4,89,64,Low
2024-04-11 04:00:00,1,31,53,Low
2024-04-11 05:00:00,2,67,47,Low
2024-04-11 06:00:00,2,53,65,Low
2024-04-11 07:00:00,3,333,15,High
2024-04-11 08:00:00,2,342,19,High
2024-04-11 09:00:00,3,232,18,High
2024-04-11 10:00:00,2,218,16,High
2024-04-11 11:00:00,4,179,28,Medium
2024-04-11 12:00:00,2,134,28,Medium
2024-04-11 13:00:00,2,197,37,Medium
2024-04-11 14:00:00,4,146,27,Medium
2024-04-11 15:00:00,3,136,32,Medium
2024-04-11 16:00:00,2,175,32,Medium
2024-04-11 17:00:00,2,239,23,High
2024-04-11 18:00:00,4,265,25,High
2024-04-11 19:00:00,3,225,12,High
2024-04-11 20:00:00,2,233,10,High
2024-04-11 21:00:00,4,87,46,Low
2024-04-11 22:00:00,2,21,43,Low
2024-04-11 23:00:00,2,80,55,Low
2024-04-12 00:00:00,1,95,52,Low
2024-04-12 01:00:00,3,38,51,Low
2024-04-12 02:00:00,1,72,44,Low
2024-04-12 03:00:00,4,96,44,Low
2024-04-12 04:00:00,2,76,51,Low
2024-04-12 05:00:00,4,42,51,Low
2024-04-12 06:00:00,1,87,54,Low
2024-04-12 07:00:00,2,322,17,High
2024-04-12 08:00:00,1,252,19,High
2024-04-12 09:00:00,4,211,13,High
2024-04-12 10:00:00,1,246,16,High
2024-04-12 11:00:00,4,101,39,Medium
2024-04-12 12:00:00,2,139,29,Medium
2024-04-12 13:00:00,1,138,40,Medium
2024-04-12 14:00:00,1,148,36,Medium
2024-04-12 15:00:00,4,135,25,Medium
2024-04-12 16:00:00,2,185,32,Medium
2024-04-12 17:00:00,2,340,14,High
2024-04-12 18:00:00,1,213,18,High
2024-04-12 19:00:00,4,281,14,High
2024-04-12 20:00:00,2,337,17,High
2024-04-12 21:00:00,4,86,46,Low
2024-04-12 22:00:00,2,64,44,Low
2024-04-12 23:00:00,2,31,56,Low
2024-04-13 00:00:00,2,52,48,Low
2024-04-13 01:00:00,4,80,52,Low
2024-04-13 02:00:00,3,94,55,Low
2024-04-13 03:00:00,3,90,64,Low
2024-04-13 04:00:00,2,31,49,Low
2024-04-13 05:00:00,4,59,65,Low
2024-04-13 06:00:00,3,62,64,Low
2024-04-13 07:00:00,4,273,24,High
2024-04-13 08:00:00,1,217,23,High
2024-04-13 09:00:00,2,328,14,High
2024-04-13 10:00:00,4,306,22,High
2024-04-13 11:00:00,2,163,36,Medium
2024-04-13 12:00:00,1,170,40,Medium
2024-04-13 13:00:00,2,117,28,Medium
2024-04-13 14:00:00,1,186,29,Medium
2024-04-13 15:00:00,2,147,30,Medium
2024-04-13 16:00:00,4,111,30,Medium
2024-04-13 17:00:00,4,230,21,High
2024-04-13 18:00:00,2,335,19,High
2024-04-13 19:00:00,3,324,14,High
2024-04-13 20:00:00,1,307,11,High
2024-04-13 21:00:00,4,31,65,Low
2024-04-13 22:00:00,1,83,62,Low
2024-04-13 23:00:00,4,77,45,Low
2024-04-14 00:00:00,3,30,53,Low
2024-04-14 01:00:00,1,78,51,Low
2024-04-14 02:00:00,3,24,55,Low
2024-04-14 03:00:00,1,91,45,Low
2024-04-14 04:00:00,2,54,47,Low
2024-04-14 05:00:00,2,24,57,Low
2024-04-14 06:00:00,4,92,47,Low
2024-04-14 07:00:00,2,301,17,High
2024-04-14 08:00:00,4,327,16,High
2024-04-14 09:00:00,4,332,18,High
2024-04-14 10:00:00,2,287,12,High
2024-04-14 11:00:00,3,134,35,Medium
2024-04-14 12:00:00,1,193,28,Medium
2024-04-14 13:00:00,3,124,26,Medium
2024-04-14 14:00:00,2,164,25,Medium
2024-04-14 15:00:00,3,186,25,Medium
2024-04-14 16:00:00,4,153,34,Medium
2024-04-14 17:00:00,1,261,15,High
2024-04-14 18:00:00,2,237,19,High
2024-04-14 19:00:00,2,246,18,High
2024-04-14 20:00:00,3,323,18,High
2024-04-14 21:00:00,1,54,58,Low
2024-04-14 22:00:00,4,97,64,Low
2024-04-14 23:00:00,3,22,63,Low
2024-04-15 00:00:00,3,80,56,Low
2024-04-15 01:00:00,1,94,47,Low
2024-04-15 02:00:00,3,28,61,Low
2024-04-15 03:00:00,3,89,65,Low
2024-04-15 04:00:00,3,91,45,Low
2024-04-15 05:00:00,1,65,60,Low
2024-04-15 06:00:00,4,95,49,Low
2024-04-15 07:00:00,2,313,15,High
2024-04-15 08:00:00,2,279,24,High
2024-04-15 09:00:00,4,200,15,High
2024-04-15 10:00:00,1,333,10,High
2024-04-15 11:00:00,1,139,32,Medium
2024-04-15 12:00:00,2,188,36,Medium
2024-04-15 13:00:00,1,176,28,Medium
2024-04-15 14:00:00,2,108,27,Medium
2024-04-15 15:00:00,3,168,35,Medium
2024-04-15 16:00:00,4,137,29,Medium
2024-04-15 17:00:00,3,327,16,High
2024-04-15 18:00:00,3,208,15,High
2024-04-15 19:00:00,2,271,15,High
2024-04-15 20:00:00,1,242,11,High
2024-04-15 21:00:00,4,74,40,Low
2024-04-15 22:00:00,3,80,51,Low
2024-04-15 23:00:00,1,26,58,Low
2024-04-16 00:00:00,4,51,48,Low
2024-04-16 01:00:00,2,22,61,Low
2024-04-16 02:00:00,1,24,48,Low
2024-04-16 03:00:00,2,69,48,Low
2024-04-16 04:00:00,3,61,62,Low
2024-04-16 05:00:00,1,49,45,Low
2024-04-16 06:00:00,1,63,56,Low
2024-04-16 07:00:00,1,307,18,High
2024-04-16 08:00:00,3,203,20,High
2024-04-16 09:00:00,4,210,18,High
2024-04-16 10:00:00,4,203,15,High
2024-04-16 11:00:00,4,185,26,Medium
2024-04-16 12:00:00,1,101,39,Medium
2024-04-16 13:00:00,2,164,26,Medium
2024-04-16 14:00:00,1,163,32,Medium
2024-04-16 15:00:00,3,174,39,Medium
2024-04-16 16:00:00,4,149,30,Medium
2024-04-16 17:00:00,4,283,20,High
2024-04-16 18:00:00,3,229,21,High
2024-04-16 19:00:00,3,316,24,High
2024-04-16 20:00:00,4,307,24,High
2024-04-16 21:00:00,3,51,50,Low
2024-04-16 22:00:00,3,86,40,Low
2024-04-16 23:00:00,1,60,47,Low
2024-04-17 00:00:00,3,87,40,Low
2024-04-17 01:00:00,1,90,49,Low
2024-04-17 02:00:00,3,79,57,Low
2024-04-17 03:00:00,2,87,41,Low
2024-04-17 04:00:00,2,88,55,Low
2024-04-17 05:00:00,1,64,50,Low
2024-04-17 06:00:00,2,67,46,Low
2024-04-17 07:00:00,3,214,24,High
2024-04-17 08:00:00,2,300,14,High
2024-04-17 09:00:00,4,236,20,High
2024-04-17 10:00:00,2,258,20,High
2024-04-17 11:00:00,1,138,34,Medium
2024-04-17 12:00:00,4,118,28,Medium
2024-04-17 13:00:00,3,188,30,Medium
2024-04-17 14:00:00,3,169,27,Medium
2024-04-17 15:00:00,2,105,37,Medium
2024-04-17 16:00:00,1,181,39,Medium
2024-04-17 17:00:00,1,328,19,High
2024-04-17 18:00:00,4,216,20,High
2024-04-17 19:00:00,3,326,15,High
2024-04-17 20:00:00,1,300,19,High
2024-04-17 21:00:00,2,29,44,Low
2024-04-17 22:00:00,3,54,43,Low
2024-04-17 23:00:00,2,22,53,Low
2024-04-18 00:00:00,3,85,56,Low
2024-04-18 01:00:00,2,69,65,Low
2024-04-18 02:00:00,3,29,65,Low
2024-04-18 03:00:00,2,34,43,Low
2024-04-18 04:00:00,2,34,49,Low
2024-04-18 05:00:00,3,70,47,Low
2024-04-18 06:00:00,1,47,54,Low
2024-04-18 07:00:00,4,202,18,High
2024-04-18 08:00:00,2,288,18,High
2024-04-18 09:00:00,2,341,17,High
2024-04-18 10:00:00,3,333,12,High
2024-04-18 11:00:00,4,119,32,Medium
2024-04-18 12:00:00,3,168,25,Medium
2024-04-18 13:00:00,1,156,35,Medium
2024-04-18 14:00:00,2,121,38,Medium
2024-04-18 15:00:00,4,188,26,Medium
2024-04-18 16:00:00,2,116,26,Medium
2024-04-18 17:00:00,3,291,18,High
2024-04-18 18:00:00,4,326,20,High
2024-04-18 19:00:00,2,330,20,High
2024-04-18 20:00:00,1,315,15,High
2024-04-18 21:00:00,3,55,41,Low
2024-04-18 22:00:00,1,70,57,Low
2024-04-18 23:00:00,2,79,44,Low
2024-04-19 00:00:00,3,65,43,Low
2024-04-19 01:00:00,1,87,51,Low
2024-04-19 02:00:00,4,88,41,Low
2024-04-19 03:00:00,4,33,58,Low
2024-04-19 04:00:00,2,82,59,Low
2024-04-19 05:00:00,4,91,64,Low
2024-04-19 06:00:00,2,73,64,Low
2024-04-19 07:00:00,4,317,24,High
2024-04-19 08:00:00,1,315,19,High
2024-04-19 09:00:00,2,207,10,High
2024-04-19 10:00:00,4,221,18,High
2024-04-19 11:00:00,2,132,29,Medium
2024-04-19 12:00:00,1,106,39,Medium
2024-04-19 13:00:00,1,166,32,Medium
2024-04-19 14:00:00,3,171,30,Medium
2024-04-19 15:00:00,2,166,31,Medium
2024-04-19 16:00:00,1,146,35,Medium
2024-04-19 17:00:00,2,241,17,High
2024-04-19 18:00:00,3,231,20,High
2024-04-19 19:00:00,4,315,17,High
2024-04-19 20:00:00,4,278,18,High
2024-04-19 21:00:00,2,65,58,Low
2024-04-19 22:00:00,3,89,47,Low
2024-04-19 23:00:00,1,31,40,Low
